"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"50072030","CONCRETE","Brooklyn","906","BROADWAY","11206","9179668440","American","2019-06-20T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","30",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.697787169732","-73.936708748196","303","36","028700","3042867","3015820023","BK35"
"50066854","DIG INN","Manhattan","80","PINE STREET","10005","2127851110","American","2017-09-25T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","33","C","2017-09-25T00:00:00.000","2022-03-21T06:00:38.000","Pre-permit (Operational) / Re-inspection","40.705885020791","-74.007181096187","101","01","000700","1000880","1000390012","MN25"
"41247493","MY PLACE FAMILY PIZZA","Bronx","240","EAST  198 STREET","10458","7185622399","Pizza","2019-03-27T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","22",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.869306788352","-73.889559125976","207","15","040501","2017054","2033010054","BX05"
"50037289","LA NOSTRA PIZZERIA AND RESTAURANT","Queens","8407","JAMAICA AVE","11421","7188058190","Pizza","2017-04-22T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","29",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.692356541167","-73.86055061492","409","32","001200","4181540","4088530145","QN53"
"50061188","MARKET PLACE (METLIFE)","Manhattan","200","PARK AVE","10017","6462999383","American","2018-04-27T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","17",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.754155038895","-73.976556932062","105","04","009200","1085735","1012809010","MN19"
"50013555","GRILL ON THE HILL","Manhattan","1624","AMSTERDAM AVENUE","10031","6468388879","American","2017-09-07T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","39",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.822161426062","-73.949864549885","109","07","022500","1061767","1020727501","MN04"
"50079599","NICE ONE BAKERY","Manhattan","47","BAYARD STREET","10013","2127919365","Bakery Products/Desserts","2019-12-17T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","31",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.715176257587","-73.9972548574","103","01","002900","1001799","1001630031","MN27"
"50075064","YOON HAEUNDAE GALBI","Manhattan","8","WEST   36 STREET","10018","2122445345","Korean","2021-08-25T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","12","A","2021-08-25T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.7498964595","-73.984069120741","105","04","008400","1015901","1008370052","MN17"
"40980389","THE GRAFTON PUBLIC HOUSE","Manhattan","126","1 AVENUE","10009","2122288580","American","2020-02-19T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","13","A","2020-02-19T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.727304498751","-73.985485247847","103","02","003200","1005817","1004350006","MN22"
"40571081","ARCHER SPORTS BAR","Bronx","1511","WHITE PLAINS ROAD","10462","7187923870","American","2018-02-01T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","19",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.838397968695","-73.863658543799","209","18","021601","2028682","2039230039","BX08"
"40536227","JADE ISLAND RESTAURANT","Staten Island","2845","RICHMOND AVENUE","10314","7187618080","Chinese","2019-06-26T00:00:00.000","Violations were cited in the following area(s).","04C","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.","Critical","26",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.576546043057","-74.16975073491","502","51","027702","5127009","5024600098","SI24"
"41579193","ANGELA RESTAURANT OF NY","Brooklyn","4012","13 AVENUE","11218","7183145555","Jewish/Kosher","2019-07-08T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","24",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.639933023607","-73.987021273481","312","39","022400","3135505","3055890044","BK88"
"41252384","ROYAL BANGLADESH INDIAN RESTAURANT","Manhattan","93","1 AVENUE","10003","2126746209","Bangladeshi","2019-02-04T00:00:00.000","No violations were recorded at the time of this inspection.",,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.","Critical","0",,,"2022-03-21T06:00:44.000","Cycle Inspection / Initial Inspection","40.726176503184","-73.986326130772","103","02","003800","1006244","1004470030","MN22"
"50098617","PIZZA & FRIED CHICKEN","Queens","4218","GREENPOINT AVE","11104","7182740900","Chicken","2021-11-15T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","60","N",,"2022-03-21T06:00:38.000","Pre-permit (Operational) / Initial Inspection","40.740550340423","-73.922742136566","402","26","018502","4002133","4001750012","QN31"
"50098617","PIZZA & FRIED CHICKEN","Queens","4218","GREENPOINT AVE","11104","7182740900","Chicken","2021-11-15T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","60","N",,"2022-03-21T06:00:38.000","Pre-permit (Operational) / Initial Inspection","40.740550340423","-73.922742136566","402","26","018502","4002133","4001750012","QN31"
"50104228","SOUTH SLOPE RESTAURANT & BAR","Brooklyn","486","5 AVENUE","11215","9175006558","American","2021-08-26T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","05F","Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.","Critical","0",,,"2022-03-21T06:00:38.000","Pre-permit (Operational) / Initial Inspection","40.667743184397","-73.987502476841","306","39","013900","3022891","3010220048","BK37"
"41659910","LE FATIMA BAR & GRILL","Brooklyn","1474","BROADWAY","11221","7189750785","Spanish","2021-08-18T00:00:00.000","No violations were recorded at the time of this inspection.",,"Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.","Critical","0",,,"2022-03-21T06:00:44.000","Cycle Inspection / Initial Inspection","40.68743883085","-73.918469764833","303","41","037500","3039826","3014860034","BK35"
"40388901","EL CASTILLO DE JAGUA REST","Manhattan","113","RIVINGTON STREET","10002","2129826412","Latin American","2021-07-30T00:00:00.000","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical","23",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.719896643727","-73.987810123026","103","01","001800","1005330","1004100051","MN27"
"50018481","THE HANDPULLED NOODLE","Manhattan","3600","BROADWAY","10031","9172620213","Asian/Asian Fusion","2017-03-16T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","10",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.828432766425","-73.948970898181","109","07","023300","1062014","1020800001","MN04"
"50080387","UME","Brooklyn","237","KENT AVENUE","11249","6469261425","Japanese","2018-11-08T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","24",,,"2022-03-21T06:00:38.000","Pre-permit (Operational) / Initial Inspection","40.716603922016","-73.965672353011","301","33","055500","3062558","3023780001","BK73"
"50002620","ADYAR ANANDA BHAVAN","Manhattan","1071","1 AVENUE","10022","2127506666","Indian","2019-06-20T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches present in facility's food and/or non-food areas.","Critical","12","A","2019-06-20T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.75924000832","-73.962249977229","106","05","010800","1040050","1013510026","MN19"
"41173179","LA RONDINE PIZZA","Queens","12038","QUEENS BOULEVARD","11415","7187932556","Pizza","2017-05-04T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","12","A","2017-05-04T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.71340997495","-73.828867707945","409","29","021600","4080151","4033580013","QN60"
"50044537","BT3 AISLE A","Manhattan","4","PENN PLZ","10121","2124656273","American","2019-06-21T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","2","A","2019-06-21T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.750654836632","-73.991944239076","105","03","010100","1082908","1007810001","MN17"
"40868161","NEW CROWN CHICKEN & BISCUIT","Brooklyn","507","PENNSYLVANIA AVENUE","11207","7185667469","Chicken","2019-07-24T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","19",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.665016031816","-73.894101600133","305","42","112600","3084647","3038060002","BK85"
